iter	Passed	Remaining
612	1111	701
613	1112	699
614	1113	697
615	1114	694
616	1115	692
617	1116	690
618	1122	690
619	1123	688
620	1124	686
621	1134	689
622	1135	687
623	1136	684
624	1137	682
625	1142	682
626	1143	680
627	1144	677
628	1145	675
629	1146	673
630	1147	671
631	1148	668
632	1149	666
633	1150	664
634	1151	662
635	1157	662
636	1158	660
637	1163	660
638	1164	657
639	1165	655
640	1166	653
641	1168	651
642	1173	651
643	1174	649
644	1175	646
645	1177	645
646	1178	642
647	1179	640
648	1180	638
649	1181	636
650	1182	634
651	1183	631
652	1188	631
653	1189	629
654	1190	627
655	1192	625
656	1193	623
657	1198	622
658	1199	620
659	1200	618
660	1201	616
661	1202	614
662	1207	613
663	1208	611
664	1210	609
665	1211	607
666	1212	605
667	1213	603
668	1214	601
669	1216	598
670	1217	596
671	1218	594
672	1221	593
673	1222	591
674	1223	589
675	1224	587
676	1226	584
677	1227	582
678	1232	582
679	1233	580
680	1234	578
681	1235	576
682	1236	574
683	1243	574
684	1244	572
685	1245	570
686	1246	568
687	1247	565
688	1253	565
689	1254	563
690	1255	561
691	1256	559
692	1257	557
693	1258	554
694	1259	552
695	1260	550
696	1264	549
697	1266	547
698	1267	545
699	1268	543
700	1269	541
701	1270	539
702	1271	537
703	1272	535
704	1273	532
705	1274	530
706	1275	528
707	1293	533
708	1294	531
709	1295	529
710	1296	526
711	1297	524
712	1298	522
713	1299	520
714	1300	518
715	1301	516
716	1302	514
717	1306	512
718	1307	510
719	1308	508
720	1309	506
721	1310	504
722	1314	503
723	1315	501
724	1316	499
725	1317	497
726	1318	495
727	1319	493
728	1324	492
729	1325	490
730	1326	488
731	1327	486
732	1328	484
733	1329	481
734	1331	479
735	1332	477
736	1333	475
737	1334	473
738	1335	471
739	1339	470
740	1340	468
741	1341	466
742	1342	464
743	1343	462
744	1347	461
745	1349	459
746	1350	457
747	1351	455
748	1355	454
749	1356	452
750	1357	450
751	1358	448
752	1359	445
753	1360	443
754	1361	441
755	1362	439
756	1364	437
757	1365	435
758	1366	433
759	1367	431
760	1368	429
761	1374	429
762	1375	427
763	1376	425
764	1377	423
765	1379	421
766	1380	419
767	1381	417
768	1382	415
769	1383	413
770	1384	411
771	1389	410
772	1390	408
773	1391	406
774	1392	404
775	1393	402
776	1398	401
777	1399	399
778	1400	397
779	1405	396
780	1411	395
781	1412	393
782	1415	392
783	1416	390
784	1417	388
785	1419	386
786	1420	384
787	1421	382
788	1422	380
789	1423	378
790	1424	376
791	1425	374
792	1426	372
793	1427	370
794	1428	368
795	1430	366
796	1431	364
797	1435	363
798	1437	361
799	1438	359
800	1439	357
801	1447	357
802	1448	355
803	1449	353
804	1452	351
805	1453	349
806	1454	347
807	1455	345
808	1456	343
809	1462	342
810	1463	341
811	1464	339
812	1465	337
813	1466	335
814	1467	333
815	1468	331
816	1469	329
817	1470	327
818	1471	325
819	1472	323
820	1474	321
821	1475	319
822	1479	318
823	1480	316
824	1481	314
825	1483	312
826	1490	311
827	1491	309
828	1492	307
829	1494	306
830	1495	304
831	1496	302
832	1497	300
833	1499	298
834	1503	297
835	1504	295
836	1506	293
837	1507	291
838	1508	289
839	1509	287
840	1510	285
841	1511	283
842	1512	281
843	1513	279
844	1514	277
845	1519	276
846	1521	274
847	1522	272
848	1523	270
849	1524	269
850	1528	267
851	1531	266
852	1532	264
853	1534	262
854	1535	260
855	1540	259
856	1542	257
857	1543	255
858	1544	253
859	1545	251
860	1546	249
861	1547	247
862	1548	245
863	1549	243
864	1550	242
865	1551	240
866	1556	238
867	1558	236
868	1559	235
869	1560	233
870	1561	231
871	1562	229
872	1563	227
873	1564	225
874	1565	223
875	1566	221
876	1567	219
877	1568	218
878	1569	216
879	1571	214
880	1572	212
881	1573	210
882	1578	209
883	1579	207
884	1580	205
885	1581	203
886	1582	201
887	1584	199
888	1585	197
889	1586	196
890	1587	194
891	1588	192
892	1589	190
893	1595	189
894	1596	187
895	1597	185
896	1598	183
897	1599	181
898	1600	179
899	1601	177
900	1602	176
901	1603	174
902	1604	172
903	1610	171
904	1612	169
905	1613	167
906	1614	165
907	1615	163
908	1616	161
909	1617	159
910	1618	158
911	1619	156
912	1620	154
913	1621	152
914	1626	151
915	1627	149
916	1628	147
917	1629	145
918	1630	143
919	1635	142
920	1636	140
921	1637	138
922	1638	136
923	1639	134
924	1641	133
925	1645	131
926	1646	129
927	1647	127
928	1648	125
929	1649	124
930	1654	122
931	1655	120
932	1656	118
933	1657	117
934	1658	115
935	1659	113
936	1664	111
937	1666	110
938	1667	108
939	1668	106
940	1669	104
941	1672	103
942	1674	101
943	1675	99
944	1676	97
945	1677	95
946	1678	93
947	1679	92
948	1680	90
949	1681	88
950	1684	86
951	1685	84
952	1690	83
953	1691	81
954	1692	79
955	1694	77
956	1695	76
957	1698	74
958	1699	72
959	1700	70
960	1702	69
961	1703	67
962	1704	65
963	1709	63
964	1711	62
965	1713	60
966	1714	58
967	1715	56
968	1719	55
969	1720	53
970	1722	51
971	1723	49
972	1724	47
973	1725	46
974	1726	44
975	1728	42
976	1729	40
977	1730	38
978	1731	37
979	1732	35
980	1733	33
981	1734	31
982	1735	30
983	1736	28
984	1737	26
985	1738	24
986	1739	22
987	1740	21
988	1742	19
989	1744	17
990	1745	15
991	1746	14
992	1747	12
993	1748	10
994	1749	8
995	1750	7
996	1751	5
997	1752	3
998	1756	1
999	1758	0
